Order Picklist Fnsku,Order Picklist Listing ID,Order Id,Order Item Id,Picklist Id,Quantity,Source Bin,Warehouse,Expire Date,ean
,LSTPFDEZWYYGG8M5AK4FO807C,,,P241021-F420B240557F,1,ST-006-001-010,7,,_8906002484584
,LSTPFDENR86FD7GH47PYA5FDO,,,P241021-F420B240557F,1,ST-006-001-010,7,,_8906002481910
,LSTPFDFG9R9D8GNBHCW2ESIZX,,,P241021-F420B240557F,1,A700,7,,_8906043142047
