picklistId,listingId,binId,quantity,fnsku,warehouseId
P070921-842897EB8120,LSTBBTFJFVQEZZGQHGFOBYEDX,ST-002-001-004,-1,,4
P070921-842897EB8120,LSTDEOFXU5EXQESWRW4ZIAHFI,ST-005-002-009,-1,X001D2P2MX,4
P070921-842897EB8120,LSTAPCFSZG7TSQDZRVHKIN6DT,A117A280,-1,X0018PRVK1,4
P070921-842897EB8120,LSTCNREWWDRDVC7JNCGOVMBB1,A110C240,-1,X001B26QVL,4
P070921-842897EB8120,LSTFCKEKPSYVDFZ6ZKEZEKCLH,A108C900,-1,X0016E7LXB,4
