picklistId,listingId,binId,quantity,fnsku,warehouseId,tracking_id,order_id,error massage
P1630468061448,LSTAPCFT57HKTF4HFJYTILRPW,A108B1000,-1,X0018POF8H,4,"Message: element not interactable
  (Session info: chrome=92.0.4515.159)
"
